GenomeName,A_content,T_content,G_content,C_content,Size
g__Pomovirus.s__Beet_soil_borne_virus,3036,2559,1702,3044,10341
g__Pomovirus.s__Beet_virus_Q,2781,2453,1625,2807,9666
g__Pomovirus.s__Broad_bean_necrosis_virus,2980,2362,1420,3030,9792
g__Pomovirus.s__Potato_mop_top_virus,3022,2776,1712,2939,10449
g__Pontibacter.s__Pontibacter_roseus,984821,1080083,1047821,815083,3927772
g__Pontibacter.s__Pontibacter_sp_BAB1700,877469,878304,831445,751317,3338481
g__Poribacteria_noname.s__Candidatus_Poribacteria_sp_WGA_4E,772672,801273,712538,714937,3001420
g__Poribacteria_noname.s__Candidatus_Poribacteria_sp_WGA_4G,41158,37042,35063,36617,149880
g__Poribacteria_noname.s__Candidatus_Poribacteria_sp_WGA_A3,278096,332992,303880,257994,1172695
g__Porphyrobacter.s__Porphyrobacter_sp_AAP82,423643,869985,890554,412811,2596993
g__Porphyromonas.s__Porphyromonas_asaccharolytica,528918,560674,583573,477281,2150446
g__Porphyromonas.s__Porphyromonas_bennonis,393293,505411,511271,361071,1771019
g__Porphyromonas.s__Porphyromonas_cansulci,516205,451077,401487,481595,1850364
g__Porphyromonas.s__Porphyromonas_catoniae,457672,470862,485464,428135,1842133
g__Porphyromonas.s__Porphyromonas_crevioricanis,501599,438321,388989,471148,1800057
g__Porphyromonas.s__Porphyromonas_endodontalis,498034,452687,445251,465857,1861829
g__Porphyromonas.s__Porphyromonas_gingivalis,1119806,964879,895184,1000928,3980797
g__Porphyromonas.s__Porphyromonas_gulae,516385,501883,477915,472708,1968891
g__Porphyromonas.s__Porphyromonas_levii,610758,546667,465091,548367,2170805
g__Porphyromonas.s__Porphyromonas_macacae,566151,467479,403915,514806,1952348
g__Porphyromonas.s__Porphyromonas_somerae,558742,525540,451892,504676,2040802
g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_278,425223,502169,568772,405339,1901503
g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_279,421756,507501,584997,411254,1925508
g__Porphyromonas.s__Porphyromonas_uenonis,444846,481280,504380,402623,1833129
g__Pospiviroidae_noname.s__Dahlia_latent_viroid,72,105,96,69,342
g__Pospiviroid.s__Chrysanthemum_stunt_viroid,75,89,99,93,356
g__Pospiviroid.s__Citrus_exocortis_viroid,73,110,112,76,371
g__Pospiviroid.s__Columnea_latent_viroid,71,105,110,84,370
g__Pospiviroid.s__Iresine_viroid_1,73,110,118,69,370
g__Pospiviroid.s__Mexican_papita_viroid,68,105,107,80,360
g__Pospiviroid.s__Pepper_chat_fruit_viroid,66,100,106,76,348
g__Pospiviroid.s__Potato_spindle_tuber_viroid,68,105,107,80,360
g__Pospiviroid.s__Tomato_apical_stunt_viroid,70,101,99,90,360
g__Pospiviroid.s__Tomato_chlorotic_dwarf_viroid,68,105,107,80,360
g__Pospiviroid.s__Tomato_planta_macho_viroid,68,105,107,80,360
g__Postia.s__Postia_placenta,2535108,3081664,3235042,2298321,11149934
g__Potexvirus.s__Allium_virus_X,1940,1448,2195,1509,7092
g__Potexvirus.s__Alstroemeria_virus_x,1940,1304,2182,1246,6672
g__Potexvirus.s__Alternanthera_mosaic_virus,1725,1464,1880,1405,6474
g__Potexvirus.s__Asparagus_virus_3,1585,1379,2330,1351,6642
g__Potexvirus.s__Bamboo_mosaic_virus,1953,1381,1951,1207,6492
g__Potexvirus.s__Cactus_virus_X,1772,1407,1973,1397,6549
g__Potexvirus.s__Cassava_common_mosaic_virus,1856,1310,1562,1347,6075
g__Potexvirus.s__Clover_yellow_mosaic_virus,2126,1320,2012,1256,6714
g__Potexvirus.s__Cymbidium_mosaic_virus,1573,1182,1746,1454,5955
g__Potexvirus.s__Foxtail_mosaic_virus,1567,1325,1757,1195,5844
g__Potexvirus.s__Hosta_virus_X,1811,1395,1885,1140,6231
g__Potexvirus.s__Hydrangea_ringspot_virus,1420,1344,2094,1025,5883
g__Potexvirus.s__Lettuce_virus_X,1729,1452,2301,1334,6816
g__Potexvirus.s__Lily_virus_X,1353,1266,1678,1184,5481
g__Potexvirus.s__Malva_mosaic_virus,1895,1352,1606,1663,6516
g__Potexvirus.s__Mint_virus_X,1165,1355,1961,1108,5589
g__Potexvirus.s__Narcissus_mosaic_virus,1859,1413,1824,1654,6750
g__Potexvirus.s__Nerine_virus_X,1831,1265,1799,1336,6231
g__Potexvirus.s__Opuntia_virus_X,1853,1362,1838,1328,6381
g__Potexvirus.s__Papaya_mosaic_virus,1907,1444,1612,1367,6330
g__Potexvirus.s__Pepino_mosaic_virus,1910,1118,1372,1594,5994
g__Potexvirus.s__Phaius_virus_X,1494,1295,1515,1201,5505
g__Potexvirus.s__Plantago_asiatica_mosaic_virus,1391,1175,2275,967,5808
g__Potexvirus.s__Potato_aucuba_mosaic_virus,2106,1490,1554,1798,6948
g__Potexvirus.s__Potato_virus_X,1931,1471,1488,1437,6327
g__Potexvirus.s__Scallion_virus_X,1618,1391,2121,1455,6585
g__Potexvirus.s__Schlumbergera_virus_X,1848,1336,1678,1477,6339
g__Potexvirus.s__Strawberry_mild_yellow_edge_virus,1348,1241,1439,1282,5310
g__Potexvirus.s__Tamus_red_mosaic_virus,1712,1485,1577,1454,6225
g__Potexvirus.s__Tulip_virus_X,1396,1163,2107,1028,5688
g__Potexvirus.s__White_clover_mosaic_virus,1725,937,1585,1474,5721
g__Potexvirus.s__Zygocactus_virus_X,1656,1429,1995,1265,6345
g__Potyviridae_noname.s__Brugmansia_mosaic_virus,3101,2227,1684,2483,9495
g__Potyviridae_noname.s__Keunjorong_mosaic_virus,2838,2278,1759,2338,9213
g__Potyviridae_noname.s__Rose_yellow_mosaic_virus,2767,2202,1825,2410,9204
g__Potyviridae_noname.s__Sunflower_mild_mosaic_virus,3101,2168,1872,2273,9414
g__Potyvirus.s__Algerian_watermelon_mosaic_virus,3011,2243,1813,2473,9525
g__Potyvirus.s__Apium_virus_Y,3328,2244,1805,2523,9900
g__Potyvirus.s__Banana_bract_mosaic_virus,2949,2187,1712,2530,9378
g__Potyvirus.s__Basella_rugose_mosaic_virus,3051,2247,1709,2452,9459
g__Potyvirus.s__Bean_common_mosaic_necrosis_virus,2964,2200,1684,2353,9201
g__Potyvirus.s__Bean_common_mosaic_virus,3133,2326,1745,2405,9609
g__Potyvirus.s__Bean_yellow_mosaic_virus,3079,2241,1673,2415,9408
g__Potyvirus.s__Beet_mosaic_virus,2966,2319,1931,2387,9603
g__Potyvirus.s__Bidens_mottle_virus,3072,2061,1908,2415,9456
g__Potyvirus.s__Blue_squill_virus_A,2872,2357,1664,2371,9264
g__Potyvirus.s__Brugmansia_suaveolens_mottle_virus,3242,2059,1733,2479,9507
g__Potyvirus.s__Calla_lily_latent_virus,2974,2282,1632,2427,9315
g__Potyvirus.s__Canna_yellow_streak_virus,3158,2131,1778,2374,9435
g__Potyvirus.s__Celery_mosaic_virus,3291,2291,1768,2511,9861
g__Potyvirus.s__Chilli_ringspot_virus,3078,2124,1831,2387,9420
g__Potyvirus.s__Chilli_veinal_mottle_virus,2929,2163,1746,2429,9267
g__Potyvirus.s__Clover_yellow_vein_virus,3135,2205,1684,2375,9399
g__Potyvirus.s__Cocksfoot_streak_virus,2851,2223,2083,2359,9516
g__Potyvirus.s__Colombian_datura_virus,2981,2057,1666,2524,9228
g__Potyvirus.s__Cowpea_aphid_borne_mosaic_virus,3093,2172,1753,2363,9381
g__Potyvirus.s__Daphne_mosaic_virus,2865,2300,1823,2228,9216
g__Potyvirus.s__Dasheen_mosaic_virus,3199,2322,1980,2537,10038
g__Potyvirus.s__Donkey_orchid_virus_A,2819,2239,1482,2592,9132
g__Potyvirus.s__East_Asian_Passiflora_virus,3146,2357,1773,2612,9888
g__Potyvirus.s__Freesia_mosaic_virus,2953,2420,1668,2448,9489
g__Potyvirus.s__Fritillary_virus_Y,3024,2312,1727,2399,9462
g__Potyvirus.s__Habenaria_mosaic_virus,2912,2145,1828,2280,9165
g__Potyvirus.s__Hardenbergia_mosaic_virus,3067,2228,1730,2443,9468
g__Potyvirus.s__Hippeastrum_mosaic_virus,2867,2359,1731,2514,9471
g__Potyvirus.s__Japanese_yam_mosaic_virus,3291,2152,1807,2329,9579
g__Potyvirus.s__Johnsongrass_mosaic_virus,3271,2108,1844,2206,9429
g__Potyvirus.s__Konjac_mosaic_virus,3045,2326,1810,2329,9510
g__Potyvirus.s__Leek_yellow_stripe_virus,2979,2257,1774,2449,9459
g__Potyvirus.s__Lettuce_mosaic_virus,3222,2331,2074,2141,9768
g__Potyvirus.s__Lily_mottle_virus,2782,2386,2122,2184,9474
g__Potyvirus.s__Lupine_mosaic_virus,3479,2207,1796,2490,9972
g__Potyvirus.s__Maize_dwarf_mosaic_virus,3224,2024,1836,2431,9515
g__Potyvirus.s__Moroccan_watermelon_mosaic_virus,3045,2234,1794,2482,9555
g__Potyvirus.s__Narcissus_degeneration_virus,3185,2358,1675,2571,9789
g__Potyvirus.s__Narcissus_yellow_stripe_virus,3117,2221,1913,2268,9519
g__Potyvirus.s__Onion_yellow_dwarf_virus,3596,2290,1825,2827,10538
g__Potyvirus.s__Ornithogalum_mosaic_virus,2889,2116,1676,2367,9048
g__Potyvirus.s__Panax_virus_Y,3087,2085,1674,2424,9270
g__Potyvirus.s__Papaya_leaf_distortion_mosaic_virus,3474,2302,1798,2806,10380
g__Potyvirus.s__Papaya_ringspot_virus,3198,2449,1843,2761,10251
g__Potyvirus.s__Passion_fruit_woodiness_virus,3016,2196,1666,2389,9261
g__Potyvirus.s__Peanut_mottle_virus,3124,2309,1709,2386,9525
g__Potyvirus.s__Pea_seed_borne_mosaic_virus,3212,2434,1731,2481,9858
g__Potyvirus.s__Pennisetum_mosaic_virus,3228,1962,1683,2325,9198
g__Potyvirus.s__Pepper_mottle_virus,2912,2160,1678,2457,9207
g__Potyvirus.s__Pepper_severe_mosaic_virus,2955,2228,1725,2548,9456
g__Potyvirus.s__Pepper_veinal_mottle_virus,2973,2203,1792,2470,9438
g__Potyvirus.s__Pepper_yellow_mosaic_virus,2886,2179,1778,2418,9258
g__Potyvirus.s__Peru_tomato_mosaic_virus,3089,2307,1767,2736,9899
g__Potyvirus.s__Plum_pox_virus,3030,2255,1982,2408,9675
g__Potyvirus.s__Pokeweed_mosaic_virus,2917,2073,1919,2262,9171
g__Potyvirus.s__Potato_virus_A,3060,2159,1895,2315,9429
g__Potyvirus.s__Potato_virus_V,2910,2283,1795,2420,9408
g__Potyvirus.s__Potato_virus_Y,2928,2228,1774,2487,9417
g__Potyvirus.s__Scallion_mosaic_virus,3038,2146,1783,2258,9225
g__Potyvirus.s__Shallot_yellow_stripe_virus,3476,2303,1789,2638,10206
g__Potyvirus.s__Sorghum_mosaic_virus,3338,1980,1719,2419,9456
g__Potyvirus.s__Soybean_mosaic_virus,6055,4540,3351,4909,18855
g__Potyvirus.s__Sugarcane_mosaic_virus,3222,2028,1891,2291,9432
g__Potyvirus.s__Sunflower_chlorotic_mottle_virus,3195,2205,1814,2578,9792
g__Potyvirus.s__Sweet_potato_feathery_mottle_virus,3382,2470,1966,2664,10482
g__Potyvirus.s__Sweet_potato_latent_virus,3115,2318,1857,2454,9744
g__Potyvirus.s__Sweet_potato_virus_2,3463,2422,1856,2660,10401
g__Potyvirus.s__Sweet_potato_virus_C,3306,2510,2003,2627,10446
g__Potyvirus.s__Sweet_potato_virus_G,3475,2452,1918,2622,10467
g__Potyvirus.s__Telosma_mosaic_virus,2986,2171,1636,2456,9249
g__Potyvirus.s__Thunberg_fritillary_virus,3038,2237,1707,2408,9390
g__Potyvirus.s__Tobacco_etch_virus,2976,2283,1817,2418,9494
g__Potyvirus.s__Tobacco_vein_banding_mosaic_virus,3000,2171,1774,2475,9420
g__Potyvirus.s__Tobacco_vein_mottling_virus,2976,2186,1784,2399,9345
g__Potyvirus.s__Tomato_necrotic_stunt_virus,2916,2292,1794,2580,9582
g__Potyvirus.s__Turnip_mosaic_virus,3020,2338,2034,2103,9495
g__Potyvirus.s__Vallota_speciosa_virus,3011,2262,1619,2417,9309
g__Potyvirus.s__Verbena_virus_Y,3049,2104,1780,2385,9318
g__Potyvirus.s__Watermelon_mosaic_virus,3201,2361,1735,2582,9879
g__Potyvirus.s__Wild_potato_mosaic_virus,3168,2397,1853,2667,10085
g__Potyvirus.s__Wild_tomato_mosaic_virus,2945,2107,1672,2504,9228
g__Potyvirus.s__Wisteria_vein_mosaic_virus,3151,2127,1517,2487,9279
g__Potyvirus.s__Yam_bean_mosaic_virus,3055,2221,1604,2378,9255
g__Potyvirus.s__Yam_mild_mosaic_virus,3210,2101,1721,2427,9459
g__Potyvirus.s__Yam_mosaic_virus,3088,2234,1664,2509,9495
g__Potyvirus.s__Zantedeschia_mild_mosaic_virus,3072,2307,1975,2417,9771
g__Potyvirus.s__Zea_mosaic_virus,3170,1953,1775,2267,9165
g__Potyvirus.s__Zucchini_yellow_mosaic_virus,2946,2269,1839,2417,9471
g__Poxviridae_noname.s__Cotia_virus,64910,21718,16476,55131,158235
g__Poxviridae_noname.s__Melanoplus_sanguinipes_entomopoxvirus,94904,22435,17611,78740,213690
g__Prasinovirus.s__Bathycoccus_sp_RCC1105_virus_BpV,64771,39065,31969,52238,188043
g__Prasinovirus.s__Micromonas_sp_RCC1109_virus_MpV1,54766,38489,33547,47576,174378
g__Prasinovirus.s__Ostreococcus_lucimarinus_virus_OlV1,57704,40227,35152,48354,181437
g__Prevotella.s__Candidatus_Prevotella_conceptionensis,781369,678046,651490,641040,2751945
g__Prevotella.s__Prevotella_amnii,826340,526293,424403,721280,2498316
g__Prevotella.s__Prevotella_baroniae,674802,730841,734956,556369,2696968
g__Prevotella.s__Prevotella_bergensis,784119,716949,665686,666723,2833477
g__Prevotella.s__Prevotella_bivia,657620,471105,399564,598044,2126333
g__Prevotella.s__Prevotella_bryantii,946400,668510,552971,885596,3053363
g__Prevotella.s__Prevotella_buccae,877209,863280,842281,747617,3330387
g__Prevotella.s__Prevotella_buccalis,744058,633820,574767,631940,2584585
g__Prevotella.s__Prevotella_copri,856640,741188,652180,763667,3013675
g__Prevotella.s__Prevotella_dentalis,689012,823180,863709,587017,2962918
g__Prevotella.s__Prevotella_denticola,837547,804618,769321,699213,3110699
g__Prevotella.s__Prevotella_disiens,953459,641713,569933,796042,2961147
g__Prevotella.s__Prevotella_histicola,745799,573734,486239,685428,2491200
g__Prevotella.s__Prevotella_intermedia,652288,504862,463938,527080,2148168
g__Prevotella.s__Prevotella_loescheii,796338,690367,664899,666021,2817625
g__Prevotella.s__Prevotella_maculosa,981353,872905,812616,846982,3513856
g__Prevotella.s__Prevotella_marshii,621160,533059,533432,515523,2203174
g__Prevotella.s__Prevotella_melaninogenica,1219728,957416,804354,1150959,4132457
g__Prevotella.s__Prevotella_micans,641433,483849,506350,500308,2131895
g__Prevotella.s__Prevotella_multiformis,670051,700529,671199,556818,2598597
g__Prevotella.s__Prevotella_multisaccharivorax,771726,723871,707080,683969,2886640
g__Prevotella.s__Prevotella_nanceiensis,737635,476856,421551,634802,2270829
g__Prevotella.s__Prevotella_nigrescens,1141453,845169,770876,929141,3686639
g__Prevotella.s__Prevotella_oralis,1021323,838922,746674,877333,3484252
g__Prevotella.s__Prevotella_oris,1220616,978456,875098,1075247,4149417
g__Prevotella.s__Prevotella_oulorum,662613,592729,560828,598751,2414918
g__Prevotella.s__Prevotella_pallens,865789,534611,463587,716943,2580930
g__Prevotella.s__Prevotella_paludivivens,976643,641109,510217,866803,2994511
g__Prevotella.s__Prevotella_pleuritidis,665518,573198,517517,599880,2356113
g__Prevotella.s__Prevotella_ruminicola,849245,822779,740829,783497,3196350
g__Prevotella.s__Prevotella_saccharolytica,740397,584671,529915,659619,2514602
g__Prevotella.s__Prevotella_salivae,835521,618883,542651,749233,2746288
g__Prevotella.s__Prevotella_sp_BV3P1,685780,591138,537243,581882,2396043
g__Prevotella.s__Prevotella_sp_C561,932943,732200,626635,853720,3145498
g__Prevotella.s__Prevotella_sp_F0091,809444,624879,528959,752817,2716099
g__Prevotella.s__Prevotella_sp_MSX73,698306,723725,714183,599020,2735234
g__Prevotella.s__Prevotella_sp_oral_taxon_299,189916,120632,104920,162962,578430
g__Prevotella.s__Prevotella_sp_oral_taxon_306,739991,569290,481630,678763,2469674
g__Prevotella.s__Prevotella_sp_oral_taxon_317,857019,759259,736977,699653,3052908
g__Prevotella.s__Prevotella_sp_oral_taxon_472,840118,727601,702584,702829,2973132
g__Prevotella.s__Prevotella_stercorea,756920,710092,688241,621158,2776411
g__Prevotella.s__Prevotella_timonensis,716784,547959,476301,615226,2356270
g__Prevotella.s__Prevotella_veroralis,1026237,784718,670568,931157,3412680
g__Proboscivirus.s__Elephantid_herpesvirus_1,43116,31315,31716,39271,145418
g__Prochlorococcus.s__Prochlorococcus_marinus,5846927,3580181,2895607,5219415,17542130
g__Prochlorococcus.s__Prochlorococcus_sp_W10,126149,63888,46400,109758,346189
g__Prochlorococcus.s__Prochlorococcus_sp_W11,239776,116764,85666,203701,645907
g__Prochlorococcus.s__Prochlorococcus_sp_W12,101176,49596,35992,88228,274992
g__Prochlorococcus.s__Prochlorococcus_sp_W2,401044,196199,143785,339931,1080959
g__Prochlorococcus.s__Prochlorococcus_sp_W3,88460,43044,31430,73649,236580
g__Prochlorococcus.s__Prochlorococcus_sp_W4,233192,111472,82320,199779,626763
g__Prochlorococcus.s__Prochlorococcus_sp_W7,286266,140344,103201,245469,775280
g__Prochlorococcus.s__Prochlorococcus_sp_W8,272467,136872,101369,232022,742730
g__Prochlorococcus.s__Prochlorococcus_sp_W9,102794,49291,36984,87190,276256
g__Prochlorothrix.s__Prochlorothrix_hollandica,884130,1127666,1132532,919110,4063396
g__Promicromonospora.s__Promicromonospora_sukumoe,736524,2007781,2048190,744297,5536792
g__Propionibacterium.s__Propionibacterium_acidipropionici,498296,1063077,1140052,484545,3185970
g__Propionibacterium.s__Propionibacterium_acnes,1573232,2473031,2509955,1701719,8257937
g__Propionibacterium.s__Propionibacterium_avidum,510041,889899,939790,531506,2871236
g__Propionibacterium.s__Propionibacterium_freudenreichii,363734,733292,758270,356862,2212158
g__Propionibacterium.s__Propionibacterium_granulosum,364146,638896,678216,355646,2036904
g__Propionibacterium.s__Propionibacterium_humerusii,436474,687574,697325,476390,2297763
g__Propionibacterium.s__Propionibacterium_propionicum,477760,934959,949917,464927,2827563
g__Propionibacterium.s__Propionibacterium_sp_409_HC1,425067,671928,682386,465592,2244973
g__Propionibacterium.s__Propionibacterium_sp_434_HC2,428354,676098,687085,468852,2260389
g__Propionibacterium.s__Propionibacterium_sp_5_U_42AFAA,428956,677922,691715,469022,2267615
g__Propionibacterium.s__Propionibacterium_sp_CC003_HC2,428660,677766,688170,468949,2263545
g__Propionibacterium.s__Propionibacterium_sp_HGH0353,430399,748244,793845,448139,2420627
g__Propionibacterium.s__Propionibacterium_sp_KPL1838,399354,697439,739426,418502,2254721
g__Propionibacterium.s__Propionibacterium_sp_KPL1844,324311,569049,607121,316685,1817166
g__Propionibacterium.s__Propionibacterium_sp_KPL1847,416538,659707,669805,458225,2204275
g__Propionibacterium.s__Propionibacterium_sp_KPL1849,416578,659640,669804,458196,2204218
g__Propionibacterium.s__Propionibacterium_sp_KPL1852,399223,697380,739211,418457,2254271
g__Propionibacterium.s__Propionibacterium_sp_KPL1854,428337,677806,691535,468189,2265867
g__Propionibacterium.s__Propionibacterium_sp_KPL2000,407214,709677,753085,425861,2295837
g__Propionibacterium.s__Propionibacterium_sp_KPL2003,421010,665538,676322,462359,2225229
g__Propionibacterium.s__Propionibacterium_sp_KPL2005,407241,709857,753224,425947,2296269
g__Propionibacterium.s__Propionibacterium_sp_KPL2008,434405,683980,696108,474438,2288931
g__Propionibacterium.s__Propionibacterium_sp_KPL2009,420078,665464,677417,460800,2223759
g__Propionibacterium.s__Propionibacterium_sp_oral_taxon_192,451816,752241,741912,474685,2420654
g__Propionimicrobium.s__Propionimicrobium_lymphophilum,459762,591115,567841,426909,2045627
g__Prosthecochloris.s__Prosthecochloris_aestuarii,546591,572662,540417,529274,2188944
g__Proteiniphilum.s__Proteiniphilum_acetatigenes,1266285,1016472,869850,1099009,4251616
g__Proteus.s__Proteus_mirabilis,1472787,1011939,869955,1390881,4745562
g__Proteus.s__Proteus_penneri,955433,656900,564679,935033,3112045
g__Providencia.s__Providencia_alcalifaciens,1225805,951675,837501,1162214,4177171
g__Providencia.s__Providencia_burhodogranariea,1109483,808662,704105,1094590,3716840
g__Providencia.s__Providencia_rettgeri,2214505,1643773,1436355,2132845,7426101
g__Providencia.s__Providencia_rustigianii,1001296,772285,675415,968286,3417282
g__Providencia.s__Providencia_sneebia,871947,609402,524450,852997,2857908
g__Providencia.s__Providencia_stuartii,1197313,921735,806862,1149730,4075640
g__Prymnesiovirus.s__Phaeocystis_globosa_virus,154829,76613,62904,121668,416014
g__Pseudacidovorax.s__Pseudacidovorax_intermedius,742137,1617827,1687935,722542,4770441
g__Pseudaminobacter.s__Pseudaminobacter_salicylatoxidans,675902,1175842,1179306,684546,3715566
g__Pseudanabaena.s__Pseudanabaena_biceps,1255934,1014889,958140,1216352,4445315
g__Pseudanabaena.s__Pseudanabaena_sp_PCC_6802,1215215,1147572,1093942,1151089,4607812
g__Pseudanabaena.s__Pseudanabaena_sp_PCC_7367,911245,903988,808589,894434,3518256
g__Pseudoalteromonas.s__Pseudoalteromonas_agarivorans,1185809,841359,763751,1054668,3845587
g__Pseudoalteromonas.s__Pseudoalteromonas_arctica,1274807,856990,754776,1154030,4040603
g__Pseudoalteromonas.s__Pseudoalteromonas_atlantica,1257016,1065035,963503,1180561,4466115
g__Pseudoalteromonas.s__Pseudoalteromonas_citrea,1413355,1046897,901589,1296392,4658233
g__Pseudoalteromonas.s__Pseudoalteromonas_flavipulchra,1421446,1133982,1001765,1304998,4862191
g__Pseudoalteromonas.s__Pseudoalteromonas_haloplanktis,3598304,2528109,2242937,3296513,11665863
g__Pseudoalteromonas.s__Pseudoalteromonas_luteoviolacea,2720679,2088791,1836063,2502277,9147807
g__Pseudoalteromonas.s__Pseudoalteromonas_marina,1160934,794107,705261,1047757,3708059
g__Pseudoalteromonas.s__Pseudoalteromonas_piscicida,1369612,1089510,967734,1256512,4683368
g__Pseudoalteromonas.s__Pseudoalteromonas_rubra,1379308,1337102,1206029,1303049,5225488
g__Pseudoalteromonas.s__Pseudoalteromonas_ruthenica,943075,893913,824398,902690,3564061
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_BSi20311,1057376,753162,663943,976959,3451440
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_BSi20429,1233703,828630,731736,1119026,3913095
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_BSi20439,1029094,732990,644622,953786,3360492
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_BSi20480,1143065,780993,692030,1028183,3644271
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_BSi20495,1304019,874671,765009,1183803,4127502
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_BSi20652,1142216,765562,672149,1035292,3615219
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_NJ631,1381752,1104655,980129,1272170,4738706
g__Pseudoalteromonas.s__Pseudoalteromonas_spongiae,1277716,919544,818352,1166231,4181843
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_PAMC_22718,1107864,783713,690994,1024016,3606587
g__Pseudoalteromonas.s__Pseudoalteromonas_sp_SM9913,1079235,765341,674924,998930,3518430
